"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"1815","60447","17010037","01- Annual","2015-01-01T00:00:00","11720700","36297100","48017800","17248000","66151100","83399100"
"1816","60447","17010037","01- Annual","2014-01-01T00:00:00","11720700","39988700","51709400","15680000","65162400","80842400"
"1817","60447","17010037","","2008-01-01T00:00:00","11720700","27981100","39701800","14784000","70876900","85660900"
"1818","60447","17010037","01- Annual","2013-01-01T00:00:00","11720700","31151000","42871700","15680000","56292500","71972500"
"1819","60447","17010037","","2011-01-01T00:00:00","10744000","32181800","42925800","13440000","44481100","57921100"
"1820","60447","17010037","","2012-01-01T00:00:00","11720700","31814600","43535300","15680000","49262400","64942400"
"1821","60447","17010037","","2010-09-01T00:00:00","9376600","25761000","35137600","12544000","50181400","62725400"
"1822","60447","17010037","","2010-01-01T00:00:00","11668600","25761000","37429600","12544000","50181400","62725400"
"1823","60447","17010037","","2009-01-01T00:00:00","11720700","28595300","40316000","14784000","67240500","82024500"
"1824","60799","14044021","","2009-01-01T00:00:00","343800","862900","1206700","17028000","42281400","59309400"
"1825","60799","14044021","","2010-01-01T00:00:00","275000","904700","1179700","14448000","61481700","75929700"
"1826","60799","14044021","","2010-09-01T00:00:00","275000","904700","1179700","14448000","57282700","71730700"
"1827","60799","14044021","","2012-01-01T00:00:00","343800","1049500","1393300","18060000","67710100","85770100"
"1828","60799","14044021","","2011-01-01T00:00:00","315200","919800","1235000","15480000","66273800","81753800"
"1829","60799","14044021","","2008-01-01T00:00:00","343800","862900","1206700","17028000","42281400","59309400"
"1830","60799","14044021","","2008-03-01T00:00:00","0","239700","239700","0","11744800","11744800"
"1831","62121","16018011","","2008-01-01T00:00:00","5390000","17068200","22458200","11849400","30943100","42792500"
"1832","62153","18024020","","2008-01-01T00:00:00","1405100","2939100","4344200","7524000","16654700","24178700"
"1833","62153","18024020","01- Annual","2013-01-01T00:00:00","1405100","7749900","9155000","6840000","46184900","53024900"
"1834","62153","18024020","","2008-11-01T00:00:00","0","86400","86400","0","489800","489800"
"1835","62153","18024020","","2011-01-01T00:00:00","1288000","5263700","6551700","6840000","38860100","45700100"
"1836","62153","18024020","","2012-01-01T00:00:00","1405100","8977800","10382900","6840000","46022100","52862100"
"1837","62153","18024020","","2010-01-01T00:00:00","1124100","4835200","5959300","6384000","35579100","41963100"
"1838","62153","18024020","","2009-01-01T00:00:00","1405100","2939100","4344200","7524000","16654700","24178700"
"1839","62153","18024020","01- Annual","2014-01-01T00:00:00","1405100","10026800","11431900","6840000","49787700","56627700"
"1840","62153","18024020","01- Annual","2015-01-01T00:00:00","1405100","8129300","9534400","8778000","48023400","56801400"
"1841","62153","18024020","05- Review","2014-11-04T00:00:00","1405100","8029400","9434500","6840000","49864500","56704500"
"1842","62153","18024020","01- Annual","2017-01-01T00:00:00","1405100","9176400","10581500","9804000","46191800","55995800"
"1843","62153","18024020","01- Annual","2016-01-01T00:00:00","1405100","8642600","10047700","9234000","48074500","57308500"
"1844","62153","18024020","03- Board of Equalization","2015-09-08T00:00:00","1405100","6966600","8371700","8778000","48023400","56801400"
"1845","62153","18024020","01- Annual","2018-01-01T00:00:00","1405100","9570500","10975600","9804000","47008200","56812200"
"1846","62153","18024020","03- Board of Equalization","2016-09-30T00:00:00","1405100","8642600","10047700","9234000","47777400","57011400"
"1847","62153","18024020","05- Review","2018-04-30T00:00:00","1405100","7365600","8770700","9804000","46306800","56110800"
"1848","62579","15070002","","2010-01-01T00:00:00","1535500","0","1535500","6496000","0","6496000"
"1849","63377","18084013","","2012-01-01T00:00:00","385000","2724600","3109600","6480000","12769500","19249500"
"1850","63377","18084013","","2009-01-01T00:00:00","462000","2362200","2824200","7128000","10741900","17869900"
"1851","63377","18084013","","2010-01-01T00:00:00","369600","1668200","2037800","6048000","8138600","14186600"
"1852","63377","18084013","","2011-01-01T00:00:00","354200","2544300","2898500","5940000","11777100","17717100"
"1853","63377","18084013","","2008-01-01T00:00:00","462000","2490600","2952600","7128000","11070800","18198800"
"1854","63377","18084013","01- Annual","2013-01-01T00:00:00","385000","2724600","3109600","6480000","11942600","18422600"
"1855","63377","18084013","","2008-01-01T00:00:00","462000","2490600","2952600","7128000","11070800","18198800"
"1856","63377","18084013","01- Annual","2018-01-01T00:00:00","385000","2652800","3037800","6480000","11912300","18392300"
"1857","63377","18084013","01- Annual","2016-01-01T00:00:00","385000","2759200","3144200","7560000","12450600","20010600"
"1858","63377","18084013","05- Review","2015-02-27T00:00:00","385000","2921800","3306800","7128000","13917600","21045600"
"1859","63377","18084013","01- Annual","2017-01-01T00:00:00","385000","2937200","3322200","7992000","11759200","19751200"
"1860","63377","18084013","01- Annual","2015-01-01T00:00:00","385000","3061100","3446100","7128000","14615800","21743800"
"1861","63377","18084013","01- Annual","2014-01-01T00:00:00","385000","2893600","3278600","6480000","12924300","19404300"
"1862","63380","31025113","","2008-01-01T00:00:00","348000","20000","368000","2400000","0","2400000"
"1863","63380","31025113","","2009-01-01T00:00:00","261000","20000","281000","1500000","0","1500000"
"1864","63680","34027062","01- Annual","2009-01-01T00:00:00","856500","0","856500","24306200","0","24306200"
"1865","63680","34027062","01- Annual","2010-01-01T00:00:00","775500","0","775500","23342600","0","23342600"
"1866","63680","34027062","01- Annual","2012-01-01T00:00:00","973600","0","973600","29303100","0","29303100"
"1867","63680","34027062","01- Annual","2011-01-01T00:00:00","890600","0","890600","25065000","0","25065000"
"1868","63680","34027062","01- Annual","2008-01-01T00:00:00","841600","0","841600","23884700","0","23884700"
"1869","63680","34027062","01- Annual","2013-01-01T00:00:00","973600","0","973600","29303100","0","29303100"
"1870","63680","34027062","05- Review","2013-10-23T00:00:00","976300","0","976300","24847400","0","24847400"
"1871","63680","34027062","05- Review","2012-10-23T00:00:00","973000","0","973000","24763300","0","24763300"
"1872","63680","34027062","05- Review","2011-10-23T00:00:00","890100","0","890100","21180800","0","21180800"
"1873","63680","34027062","05- Review","2010-10-23T00:00:00","775000","0","775000","19723300","0","19723300"
"1874","63680","34027062","01- Annual","2014-01-01T00:00:00","973600","0","973600","24777300","0","24777300"
"1875","63680","34027062","03- Board of Equalization","2014-08-20T00:00:00","973600","0","973600","21177300","0","21177300"
"1876","63680","34027062","01- Annual","2016-01-01T00:00:00","822600","0","822600","25121400","0","25121400"
"1877","63680","34027062","01- Annual","2015-01-01T00:00:00","822500","0","822500","23684500","0","23684500"
"1878","63680","34027062","01- Annual","2018-01-01T00:00:00","822500","0","822500","21531000","0","21531000"
"1879","63680","34027062","01- Annual","2017-01-01T00:00:00","822700","0","822700","26560100","0","26560100"
"1880","63681","34027063","03- Board of Equalization","2016-07-20T00:00:00","206500","1315300","1521800","26377500","101132300","127509800"
"1881","63681","34027063","03- Board of Equalization","2017-07-01T00:00:00","206500","1382900","1589400","27888100","97105400","124993500"
"1882","63681","34027063","01- Annual","2016-01-01T00:00:00","206500","1406600","1613100","26377500","103125300","129502800"
"1883","63681","34027063","03- Board of Equalization","2015-09-28T00:00:00","206500","1178313","1384813","24868800","103976087","128844887"
"1884","63681","34027063","01- Annual","2017-01-01T00:00:00","206500","1382900","1589400","27888100","99708100","127596200"
"1885","63681","34027063","05- Review","2014-03-27T00:00:00","244400","1150400","1394800","26016200","97183000","123199200"
"1886","63681","34027063","01- Annual","2015-01-01T00:00:00","206500","1260000","1466500","24868800","104179500","129048300"
"1887","63681","34027063","01- Annual","2014-01-01T00:00:00","244400","1150400","1394800","26016200","97261800","123278000"
"1888","63681","34027063","","2008-11-01T00:00:00","248600","1291800","1540400","24948000","79689200","104637200"
"1889","63681","34027063","","2008-01-01T00:00:00","248600","1604800","1853400","24948000","99062200","124010200"
"1890","63681","34027063","01- Annual","2013-01-01T00:00:00","244400","1150400","1394800","26960400","91860100","118820500"
"1891","63681","34027063","","2011-01-01T00:00:00","223600","1805600","2029200","23061100","94938700","117999800"
"1892","63681","34027063","","2012-01-01T00:00:00","248600","1522500","1771100","26960400","89189800","116150200"
"1893","63681","34027063","","2010-10-01T00:00:00","194700","1670900","1865600","21476000","84338000","105814000"
"1894","63681","34027063","","2010-01-01T00:00:00","194700","2470400","2665100","21476000","94164400","115640400"
"1895","63681","34027063","","2009-01-01T00:00:00","248600","1644000","1892600","24948000","103915000","128863000"
"1896","63681","34027063","","2009-09-01T00:00:00","248600","1548200","1796800","24948000","95190500","120138500"
"1897","63683","34027065","01- Annual","2009-01-01T00:00:00","823500","0","823500","22746700","0","22746700"
"1898","63683","34027065","01- Annual","2010-01-01T00:00:00","745700","0","745700","21844900","0","21844900"
"1899","63683","34027065","01- Annual","2012-01-01T00:00:00","936100","0","936100","27423000","0","27423000"
"1900","63683","34027065","01- Annual","2011-01-01T00:00:00","856300","0","856300","23456800","0","23456800"
"1901","63683","34027065","01- Annual","2008-01-01T00:00:00","809300","0","809300","22352200","0","22352200"
"1902","63683","34027065","05- Review","2013-10-23T00:00:00","938800","0","938800","22845800","0","22845800"
"1903","63683","34027065","05- Review","2012-10-23T00:00:00","935600","0","935600","22768500","0","22768500"
"1904","63683","34027065","05- Review","2011-10-23T00:00:00","855800","0","855800","19474600","0","19474600"
"1905","63683","34027065","05- Review","2010-10-23T00:00:00","745200","0","745200","18134500","0","18134500"
"1906","63683","34027065","01- Annual","2013-01-01T00:00:00","936100","0","936100","27423000","0","27423000"
"1907","63683","34027065","01- Annual","2014-01-01T00:00:00","936100","0","936100","22781400","0","22781400"
"1908","63683","34027065","03- Board of Equalization","2014-08-20T00:00:00","936100","0","936100","19471400","0","19471400"
"1909","63683","34027065","01- Annual","2016-01-01T00:00:00","790900","0","790900","23097700","0","23097700"
"1910","63683","34027065","01- Annual","2015-01-01T00:00:00","790900","0","790900","21776600","0","21776600"
"1911","63683","34027065","01- Annual","2018-01-01T00:00:00","790900","0","790900","19796600","0","19796600"
"1912","63683","34027065","01- Annual","2017-01-01T00:00:00","791000","0","791000","24420500","0","24420500"
"1913","64730","17003583","01- Annual","2017-01-01T00:00:00","0","0","0","6692600","51742600","58435200"
"1914","64730","17003583","01- Annual","2018-01-01T00:00:00","0","0","0","5842400","60111400","65953800"
"1915","64730","17003583","01- Annual","2016-01-01T00:00:00","0","0","0","6303500","56277900","62581400"
"1916","64730","17003583","05- Review","2016-08-17T00:00:00","0","0","0","6303500","52940600","59244100"
"1917","64730","17003583","01- Annual","2015-01-01T00:00:00","0","0","0","16496000","55935100","72431100"
"1918","64730","17003583","03- Board of Equalization","2014-09-29T00:00:00","0","0","0","15005500","55881300","70886800"
"1919","64730","17003583","01- Annual","2014-01-01T00:00:00","0","0","0","15005500","55941700","70947200"
"1920","64730","17003583","01- Annual","2013-01-01T00:00:00","0","0","0","15005500","53418200","68423700"
"1921","64730","17003583","","2011-01-01T00:00:00","0","0","0","12857600","47510700","60368300"
"1922","64730","17003583","","2012-01-01T00:00:00","0","0","0","15005500","54535300","69540800"
"1923","64730","17003583","","2010-01-01T00:00:00","0","0","0","11997400","46857900","58855300"
"1924","65005","34027453","01- Annual","2013-01-01T00:00:00","0","0","0","14840000","54418900","69258900"
"1925","65311","32006028","","2008-01-01T00:00:00","2541000","1970300","4511300","16962000","13186200","30148200"
"1926","65311","32006028","","2009-01-01T00:00:00","2760000","10540000","13300000","17754000","74032700","91786700"
"1927","65311","32006028","","2009-11-01T00:00:00","1601600","6116200","7717800","17754000","64822800","82576800"
"1928","65611","14041187","","2009-04-01T00:00:00","0","0","0","0","10152900","10152900"
"1929","65611","14041187","","2009-01-01T00:00:00","249500","0","249500","7128000","16545700","23673700"
"1930","65611","14041187","","2010-01-01T00:00:00","199600","830200","1029800","6048000","22172500","28220500"
"1931","65611","14041187","","2012-01-01T00:00:00","249500","1491700","1741200","7560000","35178000","42738000"
"1932","65611","14041187","","2011-01-01T00:00:00","228700","891500","1120200","6480000","24216000","30696000"
"1933","65611","14041187","","2008-01-01T00:00:00","249500","0","249500","7128000","0","7128000"
"1934","65611","14041187","01- Annual","2013-01-01T00:00:00","249500","1773300","2022800","7560000","34188500","41748500"
"1935","65611","14041187","01- Annual","2014-01-01T00:00:00","249500","1828000","2077500","7560000","36507800","44067800"
"1936","65611","14041187","03- Board of Equalization","2014-08-29T00:00:00","249500","1684500","1934000","7560000","33364300","40924300"
"1937","65611","14041187","01- Annual","2015-01-01T00:00:00","249500","1640600","1890100","8316000","36936600","45252600"
"1938","65611","14041187","03- Board of Equalization","2016-08-31T00:00:00","249500","1721900","1971400","8748000","31494100","40242100"
"1939","65611","14041187","01- Annual","2017-01-01T00:00:00","249500","1878000","2127500","9288000","30011900","39299900"
"1940","65611","14041187","03- Board of Equalization","2015-08-21T00:00:00","249500","1640600","1890100","8316000","32367900","40683900"
"1941","65611","14041187","01- Annual","2016-01-01T00:00:00","249500","1772500","2022000","8748000","32527900","41275900"
"1942","65611","14041187","03- Board of Equalization","2017-08-31T00:00:00","249500","1878000","2127500","9288000","28405400","37693400"
"1943","65611","14041187","01- Annual","2018-01-01T00:00:00","249500","1762300","2011800","9288000","30448600","39736600"
"1944","65751","25017098","01- Annual","2018-01-01T00:00:00","2449600","15416000","17865600","11280000","50177200","61457200"
"1945","65751","25017098","01- Annual","2016-01-01T00:00:00","2449600","13516700","15966300","13160000","46799000","59959000"
"1946","65751","25017098","01- Annual","2017-01-01T00:00:00","2449600","14470100","16919700","13912000","46698800","60610800"
"1947","65751","25017098","01- Annual","2015-01-01T00:00:00","2449600","9804900","12254500","12408000","52893000","65301000"
"1948","65751","25017098","05- Review","2014-07-08T00:00:00","2449600","12245800","14695400","11280000","48186900","59466900"
"1949","65751","25017098","01- Annual","2014-01-01T00:00:00","2449600","13245600","15695200","11280000","52775300","64055300"
"1950","65751","25017098","01- Annual","2013-01-01T00:00:00","2449600","12397200","14846800","11280000","48727800","60007800"
"1951","65751","25017098","","2008-01-01T00:00:00","2939500","0","2939500","12408000","0","12408000"
"1952","65751","25017098","","2011-01-01T00:00:00","2253600","11668000","13921600","10340000","43203800","53543800"
"1953","65751","25017098","","2012-01-01T00:00:00","2449600","9106200","11555800","11280000","46129700","57409700"
"1954","65751","25017098","","2012-07-01T00:00:00","2449600","13142100","15591700","11280000","50511600","61791600"
"1955","65751","25017098","","2010-01-01T00:00:00","2351600","10447300","12798900","10528000","38697800","49225800"
"1956","65751","25017098","","2009-01-01T00:00:00","2939500","0","2939500","12408000","0","12408000"
"1957","65936","31025114","","2009-01-01T00:00:00","0","1554500","1554500","0","2024000","2024000"
"1958","65936","31025114","","2010-01-01T00:00:00","0","1321100","1321100","0","1681300","1681300"
"1959","65936","31025114","","2012-01-01T00:00:00","0","1255500","1255500","0","2530700","2530700"
"1960","65936","31025114","","2011-01-01T00:00:00","0","1194500","1194500","0","2313800","2313800"
"1961","65936","31025114","","2008-01-01T00:00:00","0","1135400","1135400","0","1436200","1436200"
"1962","66462","14035022","01- Annual","2013-01-01T00:00:00","41200","0","41200","2004100","0","2004100"
"1963","66463","14035023","01- Annual","2013-01-01T00:00:00","20600","0","20600","1002000","0","1002000"
"1964","66464","14035024","01- Annual","2013-01-01T00:00:00","20600","0","20600","1002000","0","1002000"
"1965","66465","14035025","01- Annual","2013-01-01T00:00:00","20600","0","20600","1002000","0","1002000"
"1966","66470","18013011","01- Annual","2013-01-01T00:00:00","7314700","37917200","45231900","17080000","75842200","92922200"
"1967","66470","18013011","","2011-01-01T00:00:00","6705200","30056300","36761500","14640000","60748300","75388300"
"1968","66470","18013011","","2012-01-01T00:00:00","7314700","38765700","46080400","17080000","69339000","86419000"
"1969","66470","18013011","","2010-10-01T00:00:00","0","3381800","3381800","0","6564700","6564700"
"1970","66470","18013011","","2010-01-01T00:00:00","5851800","8596400","14448200","13664000","16836800","30500800"
"1971","66470","18013011","","2009-01-01T00:00:00","7314700","0","7314700","16104000","0","16104000"
"1972","66470","18013011","01- Annual","2014-01-01T00:00:00","7314700","39919000","47233700","17080000","82282400","99362400"
"1973","66470","18013011","01- Annual","2015-01-01T00:00:00","7314700","57691600","65006300","18788000","82645400","101433400"
"1974","66470","18013011","01- Annual","2017-01-01T00:00:00","7314700","61805800","69120500","20984000","85392500","106376500"
"1975","66470","18013011","01- Annual","2016-01-01T00:00:00","7314700","58501800","65816500","19764000","82502600","102266600"
"1976","66470","18013011","01- Annual","2018-01-01T00:00:00","7314700","56891500","64206200","20984000","90458100","111442100"
"1977","66878","11012029","","2009-01-01T00:00:00","389400","0","389400","14124000","3662100","17786100"
"1978","66878","11012029","","2010-01-01T00:00:00","311500","0","311500","11984000","28572300","40556300"
"1980","66954","31022101","01- Annual","2017-01-01T00:00:00","70700","229900","300600","4172500","8237300","12409800"
"1981","66954","31022101","01- Annual","2015-01-01T00:00:00","70700","397200","467900","6204000","8258100","14462100"
"1982","66954","31022101","01- Annual","2016-01-01T00:00:00","70700","366300","437000","4350700","8179200","12529900"
"1983","66954","31022101","01- Annual","2014-01-01T00:00:00","70700","409200","479900","5640000","8380600","14020600"
"1984","66954","31022101","","2009-01-01T00:00:00","84800","0","84800","6204000","1000","6205000"
"1985","66954","31022101","","2010-01-01T00:00:00","67800","0","67800","5264000","1000","5265000"
"1986","66954","31022101","","2012-01-01T00:00:00","70700","0","70700","5640000","1000","5641000"
"1987","66954","31022101","","2011-01-01T00:00:00","65000","0","65000","5170000","1000","5171000"
"1988","66954","31022101","01- Annual","2013-01-01T00:00:00","70700","0","70700","5640000","790400","6430400"
"1989","66960","32024004","01- Annual","2013-01-01T00:00:00","0","0","0","0","52981600","52981600"
"1990","66960","32024004","","2011-01-01T00:00:00","0","0","0","0","48960000","48960000"
"1991","66960","32024004","","2012-01-01T00:00:00","0","0","0","0","52981600","52981600"
"1992","66960","32024004","","2010-08-01T00:00:00","0","0","0","0","45034400","45034400"
"1993","66960","32024004","","2010-01-01T00:00:00","0","0","0","0","42359100","42359100"
"1994","66962","31022102","","2010-01-01T00:00:00","0","127800","127800","0","6584000","6584000"
"1995","66962","31022102","","2012-01-01T00:00:00","0","123000","123000","0","7528300","7528300"
"1996","66962","31022102","","2011-01-01T00:00:00","0","115300","115300","0","6048300","6048300"
"1997","66962","31022102","01- Annual","2013-01-01T00:00:00","0","137700","137700","0","8235500","8235500"
"1998","66975","16038014","01- Annual","2013-01-01T00:00:00","437500","0","437500","5321100","0","5321100"
"1999","66975","16038014","","2011-01-01T00:00:00","342900","0","342900","4560900","0","4560900"
"2000","66975","16038014","","2012-01-01T00:00:00","374000","0","374000","5321100","0","5321100"
"2001","66975","16038014","","2010-01-01T00:00:00","299200","0","299200","4256900","0","4256900"
"2002","66975","16038014","01- Annual","2015-01-01T00:00:00","415100","0","415100","5933900","0","5933900"
"2003","66975","16038014","01- Annual","2014-01-01T00:00:00","437500","0","437500","5685900","0","5685900"
"2004","66975","16038014","01- Annual","2016-01-01T00:00:00","415100","0","415100","6242100","0","6242100"
"2005","66975","16038014","01- Annual","2017-01-01T00:00:00","415100","0","415100","6627500","0","6627500"
"2006","66975","16038014","09- New Construction","2017-05-01T00:00:00","415100","812300","1227400","6627500","13026000","19653500"
"2007","66975","16038014","01- Annual","2018-01-01T00:00:00","415100","2825900","3241000","6627500","31533700","38161200"
"2008","66976","16038015","01- Annual","2018-01-01T00:00:00","1599400","10631000","12230400","25536600","118627000","144163600"
"2009","66976","16038015","05- Review","2017-10-31T00:00:00","1599400","3056000","4655400","25536600","49002700","74539300"
"2010","66976","16038015","01- Annual","2017-01-01T00:00:00","1599400","0","1599400","25536600","0","25536600"
"2011","66976","16038015","01- Annual","2016-01-01T00:00:00","1599400","0","1599400","24051900","0","24051900"
"2012","66976","16038015","01- Annual","2014-01-01T00:00:00","1577000","0","1577000","20494100","0","20494100"
"2013","66976","16038015","01- Annual","2015-01-01T00:00:00","1599400","0","1599400","22864100","0","22864100"
"2014","66976","16038015","","2010-01-01T00:00:00","1078600","0","1078600","15343100","0","15343100"
"2015","66976","16038015","","2012-01-01T00:00:00","1348200","0","1348200","19178900","0","19178900"
"2016","66976","16038015","","2011-01-01T00:00:00","1235800","0","1235800","16439100","0","16439100"
"2017","66976","16038015","01- Annual","2013-01-01T00:00:00","1577000","0","1577000","19178900","0","19178900"
"2018","66989","25016012","01- Annual","2013-01-01T00:00:00","4313800","26503800","30817600","15666600","74463400","90130000"
"2019","66989","25016012","","2011-01-01T00:00:00","3991800","0","3991800","14705400","0","14705400"
"2020","66989","25016012","","2012-01-01T00:00:00","4313900","23869500","28183400","15666600","69525000","85191600"
"2021","66989","25016012","","2011-06-01T00:00:00","0","4888700","4888700","0","30030800","30030800"
"2022","66989","25016012","","2010-01-01T00:00:00","4165300","0","4165300","14972700","0","14972700"
"2023","66989","25016012","01- Annual","2015-01-01T00:00:00","4313800","24576300","28890100","17233300","75227200","92460500"
"2024","66989","25016012","05- Review","2013-08-29T00:00:00","4313900","20995000","25308900","15666600","73373400","89040000"
"2025","66989","25016012","01- Annual","2014-01-01T00:00:00","4313800","24832800","29146600","15666600","76847800","92514400"
"2026","66989","25016012","05- Review","2014-05-08T00:00:00","4313800","21558200","25872000","15666600","74003700","89670300"
"2027","66989","25016012","01- Annual","2016-01-01T00:00:00","4313800","23450200","27764000","18277800","65638900","83916700"
"2028","66989","25016012","05- Review","2015-06-05T00:00:00","4313800","22578300","26892100","17695300","70779500","88474800"
"2029","66989","25016012","01- Annual","2017-01-01T00:00:00","4313800","29371600","33685400","19322200","66993500","86315700"
"2030","66989","25016012","05- Review","2017-09-18T00:00:00","4313900","26236700","30550600","19322200","63978700","83300900"
"2031","66989","25016012","01- Annual","2018-01-01T00:00:00","4313800","0","4313800","15666600","0","15666600"
"2032","66989","25016012","05- Review","2018-02-16T00:00:00","4313800","26521700","30835500","15666600","68082500","83749100"
"2033","66990","25016013","01- Annual","2018-01-01T00:00:00","494200","0","494200","1794900","0","1794900"
"2034","66990","25016013","01- Annual","2017-01-01T00:00:00","494200","0","494200","2213700","0","2213700"
"2035","66990","25016013","01- Annual","2016-01-01T00:00:00","494200","0","494200","2094100","0","2094100"
"2036","66990","25016013","01- Annual","2015-01-01T00:00:00","494200","0","494200","1974400","0","1974400"
"2037","66990","25016013","01- Annual","2014-01-01T00:00:00","494200","0","494200","1794900","0","1794900"
"2038","66990","25016013","","2010-01-01T00:00:00","477200","0","477200","1715400","0","1715400"
"2039","66990","25016013","","2012-07-01T00:00:00","494200","0","494200","1794900","0","1794900"
"2040","66990","25016013","","2012-01-01T00:00:00","494200","0","494200","1794900","0","1794900"
"2041","66990","25016013","","2011-01-01T00:00:00","457300","0","457300","1684800","0","1684800"
"2042","66990","25016013","01- Annual","2013-01-01T00:00:00","494200","0","494200","1794900","0","1794900"
"2043","66991","25016014","01- Annual","2013-01-01T00:00:00","16100","0","16100","58400","0","58400"
"2044","66991","25016014","","2011-01-01T00:00:00","14900","0","14900","54900","0","54900"
"2045","66991","25016014","","2012-01-01T00:00:00","16100","0","16100","58400","0","58400"
"2046","66991","25016014","","2012-07-01T00:00:00","16100","0","16100","58400","0","58400"
"2047","66991","25016014","","2010-01-01T00:00:00","15500","0","15500","55800","0","55800"
"2048","66991","25016014","01- Annual","2014-01-01T00:00:00","16100","0","16100","58400","0","58400"
"2049","66991","25016014","01- Annual","2015-01-01T00:00:00","16100","0","16100","64300","0","64300"
"2050","66991","25016014","01- Annual","2016-01-01T00:00:00","16100","0","16100","68200","0","68200"
"2051","66991","25016014","01- Annual","2017-01-01T00:00:00","16100","0","16100","72100","0","72100"
"2052","66991","25016014","01- Annual","2018-01-01T00:00:00","16100","0","16100","58400","0","58400"
"2053","66996","32006031","01- Annual","2018-01-01T00:00:00","485300","7761500","8246800","4520000","0","4520000"
"2054","66997","32006032","01- Annual","2018-01-01T00:00:00","0","970200","970200","0","0","0"
"2055","66998","32006033","01- Annual","2018-01-01T00:00:00","0","970200","970200","0","0","0"
"2056","66999","32006034","01- Annual","2018-01-01T00:00:00","1247600","0","1247600","11620000","80040000","91660000"
"2057","67000","32006035","01- Annual","2018-01-01T00:00:00","0","0","0","0","1643400","1643400"
"2058","67062","28004212","01- Annual","2018-01-01T00:00:00","377200","1534800","1912000","14040000","60064800","74104800"
"2059","67062","28004212","03- Board of Equalization","2015-11-03T00:00:00","377200","1582970","1960170","15444000","53703230","69147230"
"2060","67062","28004212","01- Annual","2017-01-01T00:00:00","377200","1552200","1929400","17316000","49690500","67006500"
"2061","67062","28004212","03- Board of Equalization","2016-06-30T00:00:00","377200","1613200","1990400","16380000","50798500","67178500"
"2062","67062","28004212","01- Annual","2016-01-01T00:00:00","377200","1613200","1990400","16380000","54443100","70823100"
"2063","67062","28004212","01- Annual","2015-01-01T00:00:00","377200","2789500","3166700","15444000","56641700","72085700"
"2064","67062","28004212","01- Annual","2014-01-01T00:00:00","377200","2362200","2739400","14040000","58234300","72274300"
"2065","67062","28004212","","2010-01-01T00:00:00","362100","1583200","1945300","13160000","52029200","65189200"
"2066","67062","28004212","","2012-07-01T00:00:00","377200","1815700","2192900","14040000","53232900","67272900"
"2067","67062","28004212","","2012-11-01T00:00:00","377200","1937700","2314900","14040000","48350800","62390800"
"2068","67062","28004212","","2012-01-01T00:00:00","377200","1937700","2314900","14040000","48350800","62390800"
"2069","67062","28004212","","2011-01-01T00:00:00","347000","1741100","2088100","12925000","58589100","71514100"
"2070","67062","28004212","01- Annual","2013-01-01T00:00:00","377200","1857000","2234200","14040000","55308500","69348500"
"2071","67117","34020268","01- Annual","2013-01-01T00:00:00","93800","277100","370900","18550000","68277100","86827100"
"2072","67117","34020268","","2011-01-01T00:00:00","86000","255500","341500","15900000","63773900","79673900"
"2073","67117","34020268","","2012-01-01T00:00:00","93800","273100","366900","18550000","67343500","85893500"
"2074","67117","34020268","","2010-01-01T00:00:00","75000","222000","297000","14840000","53742400","68582400"
"2075","67117","34020268","01- Annual","2014-01-01T00:00:00","93800","314200","408000","18550000","68626000","87176000"
"2076","67117","34020268","01- Annual","2015-01-01T00:00:00","93800","400200","494000","20405000","83188600","103593600"
"2077","67117","34020268","01- Annual","2016-01-01T00:00:00","93800","400500","494300","21465000","82199200","103664200"
"2078","67117","34020268","01- Annual","2018-01-01T00:00:00","93800","446400","540200","22790000","92395000","115185000"
"2079","67117","34020268","01- Annual","2017-01-01T00:00:00","93800","505800","599600","22790000","88100600","110890600"
"2080","67408","31025115","01- Annual","2017-01-01T00:00:00","115000","241500","356500","2043500","2888800","4932300"
"2081","67408","31025115","05- Review","2017-03-21T00:00:00","115000","105900","220900","2043500","2804700","4848200"
"2082","67408","31025115","01- Annual","2018-01-01T00:00:00","115000","163200","278200","2160000","3017500","5177500"
"2083","67408","31025115","01- Annual","2016-01-01T00:00:00","115000","215200","330200","1946200","2688300","4634500"
"2084","67408","31025115","05- Review","2015-03-13T00:00:00","115000","140400","255400","2376000","3087100","5463100"
"2085","67408","31025115","01- Annual","2015-01-01T00:00:00","115000","242700","357700","2376000","3348700","5724700"
"2086","67408","31025115","01- Annual","2014-01-01T00:00:00","115000","195800","310800","2160000","2702500","4862500"
"2087","67408","31025115","","2010-01-01T00:00:00","110400","0","110400","2016000","0","2016000"
"2088","67408","31025115","","2012-01-01T00:00:00","115000","0","115000","2160000","20000","2180000"
"2089","67408","31025115","","2011-06-01T00:00:00","0","159700","159700","0","2501200","2501200"
"2090","67408","31025115","","2011-01-01T00:00:00","105800","0","105800","1980000","0","1980000"
"2091","67408","31025115","01- Annual","2013-01-01T00:00:00","115000","0","115000","2160000","213000","2373000"
"2092","67415","31025116","","2011-01-01T00:00:00","266800","20000","286800","675000","0","675000"
"2093","67415","31025116","","2012-01-01T00:00:00","290000","20000","310000","1500000","0","1500000"
