"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"53186.2010-11",81272,"53186","Waukesha","WI","Milwaukee","Waukesha",2318,2010-11-01,NA,11,"2010",Nov 2010,0
"03104.2010-11",59038,"03104","Manchester","NH","Manchester","Hillsborough",2319,2010-11-01,NA,11,"2010",Nov 2010,0
"32250.2010-11",71899,"32250","Jacksonville Beach","FL","Jacksonville","Duval",2320,2010-11-01,1378,11,"2010",Nov 2010,0
"63010.2010-11",85856,"63010","Arnold","MO","St. Louis","Jefferson",2321,2010-11-01,998,11,"2010",Nov 2010,0
"84096.2010-11",399651,"84096","Herriman","UT","Salt Lake City","Salt Lake",2322,2010-11-01,NA,11,"2010",Nov 2010,0
"44266.2010-11",77100,"44266","Ravenna","OH","Akron","Portage",2323,2010-11-01,979,11,"2010",Nov 2010,0
"53212.2010-11",81292,"53212","Milwaukee","WI","Milwaukee","Milwaukee",2324,2010-11-01,NA,11,"2010",Nov 2010,0
"72143.2010-11",89409,"72143","Searcy","AR","Searcy","White",2325,2010-11-01,822,11,"2010",Nov 2010,0
"20109.2010-11",66211,"20109","Manassas","VA","Washington","Prince William",2326,2010-11-01,1480,11,"2010",Nov 2010,0
"22031.2010-11",67121,"22031","Fairfax","VA","Washington","Fairfax",2327,2010-11-01,2163,11,"2010",Nov 2010,0
"44221.2010-11",77073,"44221","Cuyahoga Falls","OH","Akron","Summit",2328,2010-11-01,1096,11,"2010",Nov 2010,0
"03102.2010-11",59036,"03102","Manchester","NH","Manchester","Hillsborough",2329,2010-11-01,NA,11,"2010",Nov 2010,0
"59801.2010-11",84188,"59801","Missoula","MT","Missoula","Missoula",2330,2010-11-01,NA,11,"2010",Nov 2010,0
"60504.2010-11",84540,"60504","Aurora","IL","Chicago","Kane",2331,2010-11-01,1483,11,"2010",Nov 2010,0
"33060.2010-11",72389,"33060","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",2332,2010-11-01,1373,11,"2010",Nov 2010,0
"44004.2010-11",76938,"44004","Ashtabula","OH","Ashtabula","Ashtabula",2333,2010-11-01,811,11,"2010",Nov 2010,0
"63109.2010-11",85927,"63109","Saint Louis","MO","St. Louis","Saint Louis City",2334,2010-11-01,894,11,"2010",Nov 2010,0
"31904.2010-11",71716,"31904","Columbus","GA","Columbus","Muscogee",2335,2010-11-01,1047,11,"2010",Nov 2010,0
"23503.2010-11",67747,"23503","Norfolk","VA","Virginia Beach","Norfolk City",2336,2010-11-01,1191,11,"2010",Nov 2010,0
"30087.2010-11",70866,"30087","Stone Mountain","GA","Atlanta","Dekalb",2337,2010-11-01,1205,11,"2010",Nov 2010,0
"94560.2010-11",97766,"94560","Newark","CA","San Francisco","Alameda",2338,2010-11-01,2019,11,"2010",Nov 2010,0
"98059.2010-11",99541,"98059","Renton","WA","Seattle","King",2339,2010-11-01,1719,11,"2010",Nov 2010,0
"63125.2010-11",85943,"63125","Lemay","MO","St. Louis","Saint Louis",2340,2010-11-01,909,11,"2010",Nov 2010,0
"32503.2010-11",72025,"32503","Pensacola","FL","Pensacola","Escambia",2341,2010-11-01,826,11,"2010",Nov 2010,0
"27104.2010-11",69207,"27104","Winston-Salem","NC","Winston-Salem","Forsyth",2342,2010-11-01,1122,11,"2010",Nov 2010,0
"17111.2010-11",64937,"17111","Lower Paxton","PA","Harrisburg","Dauphin",2343,2010-11-01,1184,11,"2010",Nov 2010,0
"80031.2010-11",93219,"80031","Westminster","CO","Denver","Adams",2344,2010-11-01,1288,11,"2010",Nov 2010,0
"80920.2010-11",93598,"80920","Colorado Springs","CO","Colorado Springs","El Paso",2345,2010-11-01,1472,11,"2010",Nov 2010,0
"30046.2010-11",70831,"30046","Lawrenceville","GA","Atlanta","Gwinnett",2346,2010-11-01,1092,11,"2010",Nov 2010,0
"75701.2010-11",91044,"75701","Tyler","TX","Tyler","Smith",2347,2010-11-01,1135,11,"2010",Nov 2010,0
"91748.2010-11",96492,"91748","Rowland Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2348,2010-11-01,2067,11,"2010",Nov 2010,0
"16601.2010-11",64644,"16601","Altoona","PA","Altoona","Blair",2349,2010-11-01,NA,11,"2010",Nov 2010,0
"30238.2010-11",70977,"30238","Jonesboro","GA","Atlanta","Clayton",2350,2010-11-01,864,11,"2010",Nov 2010,0
"99223.2010-11",100170,"99223","Spokane","WA","Spokane","Spokane",2351,2010-11-01,1323,11,"2010",Nov 2010,0
"78541.2010-11",92491,"78541","Edinburg","TX","McAllen","Hidalgo",2352,2010-11-01,1031,11,"2010",Nov 2010,0
"75038.2010-11",90640,"75038","Irving","TX","Dallas-Fort Worth","Dallas",2353,2010-11-01,1482,11,"2010",Nov 2010,0
"97404.2010-11",99254,"97404","Eugene","OR","Eugene","Lane",2354,2010-11-01,1091,11,"2010",Nov 2010,0
"62234.2010-11",85355,"62234","Collinsville","IL","St. Louis","Madison",2355,2010-11-01,1224,11,"2010",Nov 2010,0
"84401.2010-11",94559,"84401","Ogden","UT","Ogden","Weber",2356,2010-11-01,NA,11,"2010",Nov 2010,0
"23323.2010-11",67658,"23323","Chesapeake","VA","Virginia Beach","Chesapeake City",2357,2010-11-01,1529,11,"2010",Nov 2010,0
"95128.2010-11",97996,"95128","San Jose","CA","San Jose","Santa Clara",2358,2010-11-01,2306,11,"2010",Nov 2010,0
"21217.2010-11",66827,"21217","Baltimore","MD","Baltimore","Baltimore City",2359,2010-11-01,1037,11,"2010",Nov 2010,0
"77006.2010-11",91655,"77006","Houston","TX","Houston","Harris",2360,2010-11-01,1923,11,"2010",Nov 2010,0
"55414.2010-11",82264,"55414","Minneapolis","MN","Minneapolis-St Paul","Hennepin",2361,2010-11-01,1410,11,"2010",Nov 2010,0
"11520.2010-11",62133,"11520","Freeport","NY","New York","Nassau",2362,2010-11-01,NA,11,"2010",Nov 2010,0
"13126.2010-11",62974,"13126","Oswego","NY","Syracuse","Oswego",2363,2010-11-01,1270,11,"2010",Nov 2010,0
"11590.2010-11",62170,"11590","Westbury","NY","New York","Nassau",2364,2010-11-01,NA,11,"2010",Nov 2010,0
"44070.2010-11",76978,"44070","North Olmsted","OH","Cleveland","Cuyahoga",2365,2010-11-01,1250,11,"2010",Nov 2010,0
"07060.2010-11",60569,"07060","Plainfield","NJ","New York","Union",2366,2010-11-01,1669,11,"2010",Nov 2010,0
"72762.2010-11",89748,"72762","Springdale","AR","Fayetteville","Washington",2367,2010-11-01,996,11,"2010",Nov 2010,0
"96792.2010-11",98926,"96792","Waianae","HI","Urban Honolulu","Honolulu",2368,2010-11-01,1854,11,"2010",Nov 2010,0
"91306.2010-11",96341,"91306","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2369,2010-11-01,2105,11,"2010",Nov 2010,0
"19904.2010-11",66084,"19904","Dover","DE","Dover","Kent",2370,2010-11-01,1201,11,"2010",Nov 2010,0
"15212.2010-11",63943,"15212","Pittsburgh","PA","Pittsburgh","Allegheny",2371,2010-11-01,1004,11,"2010",Nov 2010,0
"60586.2010-11",84599,"60586","Plainfield","IL","Chicago","Will",2372,2010-11-01,1743,11,"2010",Nov 2010,0
"90035.2010-11",96016,"90035","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2373,2010-11-01,2930,11,"2010",Nov 2010,0
"92591.2010-11",96933,"92591","Temecula","CA","Riverside","Riverside",2374,2010-11-01,1832,11,"2010",Nov 2010,0
"33140.2010-11",72443,"33140","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",2375,2010-11-01,2223,11,"2010",Nov 2010,0
"92543.2010-11",96903,"92543","Hemet","CA","Riverside","Riverside",2376,2010-11-01,966,11,"2010",Nov 2010,0
"37922.2010-11",74559,"37922","Knoxville","TN","Knoxville","Knox",2377,2010-11-01,1444,11,"2010",Nov 2010,0
"53151.2010-11",81250,"53151","New Berlin","WI","Milwaukee","Waukesha",2378,2010-11-01,NA,11,"2010",Nov 2010,0
"28677.2010-11",70127,"28677","Statesville","NC","Charlotte","Iredell",2379,2010-11-01,706,11,"2010",Nov 2010,0
"57103.2010-11",83136,"57103","Sioux Falls","SD","Sioux Falls","Minnehaha",2380,2010-11-01,NA,11,"2010",Nov 2010,0
"68521.2010-11",88046,"68521","Lincoln","NE","Lincoln","Lancaster",2381,2010-11-01,1073,11,"2010",Nov 2010,0
"76706.2010-11",91557,"76706","Waco","TX","Waco","McLennan",2382,2010-11-01,1107,11,"2010",Nov 2010,0
"16101.2010-11",64441,"16101","New Castle","PA","New Castle","Lawrence",2383,2010-11-01,NA,11,"2010",Nov 2010,0
"06513.2010-11",60365,"06513","New Haven","CT","New Haven","New Haven",2384,2010-11-01,1272,11,"2010",Nov 2010,0
"35244.2010-11",73411,"35244","Hoover","AL","Birmingham","Jefferson",2385,2010-11-01,1488,11,"2010",Nov 2010,0
"34243.2010-11",73062,"34243","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",2386,2010-11-01,1787,11,"2010",Nov 2010,0
"33462.2010-11",72621,"33462","Lantana","FL","Miami-Fort Lauderdale","Palm Beach",2387,2010-11-01,1354,11,"2010",Nov 2010,0
"40165.2010-11",75548,"40165","Shepherdsville","KY","Louisville/Jefferson County","Bullitt",2388,2010-11-01,995,11,"2010",Nov 2010,0
"39042.2010-11",75108,"39042","Brandon","MS","Jackson","Rankin",2389,2010-11-01,1123,11,"2010",Nov 2010,0
"94954.2010-11",97892,"94954","Petaluma","CA","Santa Rosa","Sonoma",2390,2010-11-01,1920,11,"2010",Nov 2010,0
"54729.2010-11",81853,"54729","Chippewa Falls","WI","Eau Claire","Chippewa",2391,2010-11-01,NA,11,"2010",Nov 2010,0
"34491.2010-11",73134,"34491","Summerfield","FL","Ocala","Marion",2392,2010-11-01,1002,11,"2010",Nov 2010,0
"42071.2010-11",76219,"42071","Murray","KY","Murray","Calloway",2393,2010-11-01,973,11,"2010",Nov 2010,0
"01841.2010-11",58511,"01841","Lawrence","MA","Boston","Essex",2394,2010-11-01,1161,11,"2010",Nov 2010,0
"59601.2010-11",84114,"59601","Helena","MT","Helena","Lewis and Clark",2395,2010-11-01,NA,11,"2010",Nov 2010,0
"44601.2010-11",77223,"44601","Alliance","OH","Canton","Stark",2396,2010-11-01,744,11,"2010",Nov 2010,0
"91607.2010-11",96452,"91607","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2397,2010-11-01,2557,11,"2010",Nov 2010,0
"44312.2010-11",77126,"44312","Akron","OH","Akron","Summit",2398,2010-11-01,787,11,"2010",Nov 2010,0
"88011.2010-11",95514,"88011","Las Cruces","NM","Las Cruces","Dona Ana",2399,2010-11-01,1230,11,"2010",Nov 2010,0
"28358.2010-11",69885,"28358","Lumberton","NC","Lumberton","Robeson",2400,2010-11-01,814,11,"2010",Nov 2010,0
"63011.2010-11",85857,"63011","Ballwin","MO","St. Louis","Saint Louis",2401,2010-11-01,1608,11,"2010",Nov 2010,0
"48124.2010-11",78995,"48124","Dearborn","MI","Detroit","Wayne",2402,2010-11-01,970,11,"2010",Nov 2010,0
"85746.2010-11",95082,"85746","Tucson","AZ","Tucson","Pima",2403,2010-11-01,948,11,"2010",Nov 2010,0
"24540.2010-11",68200,"24540","Danville","VA","Danville","Danville City",2404,2010-11-01,857,11,"2010",Nov 2010,0
"77056.2010-11",91705,"77056","Houston","TX","Houston","Harris",2405,2010-11-01,2643,11,"2010",Nov 2010,0
"94534.2010-11",97741,"94534","Fairfield","CA","Vallejo","Solano",2406,2010-11-01,1873,11,"2010",Nov 2010,0
"37217.2010-11",74248,"37217","Nashville","TN","Nashville","Davidson",2407,2010-11-01,992,11,"2010",Nov 2010,0
"32082.2010-11",71774,"32082","Ponte Vedra Beach","FL","Jacksonville","Saint Johns",2408,2010-11-01,2190,11,"2010",Nov 2010,0
"98312.2010-11",99707,"98312","Bremerton","WA","Bremerton","Kitsap",2409,2010-11-01,1049,11,"2010",Nov 2010,0
"80209.2010-11",93286,"80209","Denver","CO","Denver","Denver",2410,2010-11-01,1639,11,"2010",Nov 2010,0
"19114.2010-11",65782,"19114","Philadelphia","PA","Philadelphia","Philadelphia",2411,2010-11-01,1335,11,"2010",Nov 2010,0
"43613.2010-11",76772,"43613","Toledo","OH","Toledo","Lucas",2412,2010-11-01,782,11,"2010",Nov 2010,0
"08080.2010-11",60970,"08080","Washington","NJ","Philadelphia","Gloucester",2413,2010-11-01,1928,11,"2010",Nov 2010,0
"80206.2010-11",93283,"80206","Denver","CO","Denver","Denver",2414,2010-11-01,1580,11,"2010",Nov 2010,0
"56601.2010-11",82966,"56601","Bemidji","MN","Bemidji","Beltrami",2415,2010-11-01,1166,11,"2010",Nov 2010,0
"92374.2010-11",96844,"92374","Redlands","CA","Riverside","San Bernardino",2416,2010-11-01,1507,11,"2010",Nov 2010,0
"70806.2010-11",88815,"70806","Baton Rouge","LA","Baton Rouge","East Baton Rouge",2417,2010-11-01,NA,11,"2010",Nov 2010,0
"85138.2010-11",417442,"85138","Maricopa","AZ","Phoenix","Pinal",2418,2010-11-01,942,11,"2010",Nov 2010,0
"62301.2010-11",85410,"62301","Quincy","IL","Quincy","Adams",2419,2010-11-01,NA,11,"2010",Nov 2010,0
"78729.2010-11",92640,"78729","Jollyville","TX","Austin","Williamson",2420,2010-11-01,1289,11,"2010",Nov 2010,0
"94061.2010-11",97535,"94061","Redwood City","CA","San Francisco","San Mateo",2421,2010-11-01,2851,11,"2010",Nov 2010,0
"19901.2010-11",66081,"19901","Dover","DE","Dover","Kent",2422,2010-11-01,1201,11,"2010",Nov 2010,0
"76248.2010-11",91329,"76248","Keller","TX","Dallas-Fort Worth","Tarrant",2423,2010-11-01,1839,11,"2010",Nov 2010,0
"33029.2010-11",72367,"33029","Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",2424,2010-11-01,2259,11,"2010",Nov 2010,0
"80112.2010-11",93244,"80112","Centennial","CO","Denver","Arapahoe",2425,2010-11-01,1377,11,"2010",Nov 2010,0
"34208.2010-11",73032,"34208","Bradenton","FL","North Port-Sarasota-Bradenton","Manatee",2426,2010-11-01,1164,11,"2010",Nov 2010,0
"07666.2010-11",60750,"07666","Teaneck","NJ","New York","Bergen",2427,2010-11-01,2099,11,"2010",Nov 2010,0
"47715.2010-11",78734,"47715","Evansville","IN","Evansville","Vanderburgh",2428,2010-11-01,1070,11,"2010",Nov 2010,0
"01930.2010-11",58553,"01930","Gloucester","MA","Boston","Essex",2429,2010-11-01,1738,11,"2010",Nov 2010,0
"32205.2010-11",71859,"32205","Jacksonville","FL","Jacksonville","Duval",2430,2010-11-01,848,11,"2010",Nov 2010,0
"48195.2010-11",79053,"48195","Southgate","MI","Detroit","Wayne",2431,2010-11-01,943,11,"2010",Nov 2010,0
"07202.2010-11",60632,"07202","Elizabeth","NJ","New York","Union",2432,2010-11-01,1608,11,"2010",Nov 2010,0
"02893.2010-11",58971,"02893","West Warwick","RI","Providence","Kent",2433,2010-11-01,1305,11,"2010",Nov 2010,0
"77381.2010-11",91891,"77381","The Woodlands","TX","Houston","Montgomery",2434,2010-11-01,2045,11,"2010",Nov 2010,0
"40218.2010-11",75572,"40218","Louisville","KY","Louisville/Jefferson County","Jefferson",2435,2010-11-01,859,11,"2010",Nov 2010,0
"48312.2010-11",79123,"48312","Sterling Heights","MI","Detroit","Macomb",2436,2010-11-01,1233,11,"2010",Nov 2010,0
"10801.2010-11",61905,"10801","New Rochelle","NY","New York","Westchester",2437,2010-11-01,NA,11,"2010",Nov 2010,0
"53719.2010-11",81434,"53719","Madison","WI","Madison","Dane",2438,2010-11-01,NA,11,"2010",Nov 2010,0
"30014.2010-11",70801,"30014","Covington","GA","Atlanta","Newton",2439,2010-11-01,968,11,"2010",Nov 2010,0
"78415.2010-11",92449,"78415","Corpus Christi","TX","Corpus Christi","Nueces",2440,2010-11-01,998,11,"2010",Nov 2010,0
"78596.2010-11",92537,"78596","Weslaco","TX","McAllen","Hidalgo",2441,2010-11-01,981,11,"2010",Nov 2010,0
"98031.2010-11",99516,"98031","East Hill-Meridian","WA","Seattle","King",2442,2010-11-01,1489,11,"2010",Nov 2010,0
"29301.2010-11",70390,"29301","Spartanburg","SC","Spartanburg","Spartanburg",2443,2010-11-01,944,11,"2010",Nov 2010,0
"60612.2010-11",84614,"60612","Chicago","IL","Chicago","Cook",2444,2010-11-01,1595,11,"2010",Nov 2010,0
"75087.2010-11",90681,"75087","Rockwall","TX","Dallas-Fort Worth","Rockwall",2445,2010-11-01,1564,11,"2010",Nov 2010,0
"78210.2010-11",92306,"78210","San Antonio","TX","San Antonio","Bexar",2446,2010-11-01,833,11,"2010",Nov 2010,0
"30329.2010-11",71048,"30329","North Druid Hills","GA","Atlanta","Dekalb",2447,2010-11-01,1403,11,"2010",Nov 2010,0
"54880.2010-11",81954,"54880","Superior","WI","Duluth","Douglas",2448,2010-11-01,NA,11,"2010",Nov 2010,0
"32578.2010-11",72079,"32578","Niceville","FL","Crestview-Fort Walton Beach-Destin","Okaloosa",2449,2010-11-01,1226,11,"2010",Nov 2010,0
"67203.2010-11",87498,"67203","Wichita","KS","Wichita","Sedgwick",2450,2010-11-01,642,11,"2010",Nov 2010,0
"53402.2010-11",81324,"53402","Caledonia","WI","Racine","Racine",2451,2010-11-01,NA,11,"2010",Nov 2010,0
"28052.2010-11",69686,"28052","Gastonia","NC","Charlotte","Gaston",2452,2010-11-01,768,11,"2010",Nov 2010,0
"85023.2010-11",94739,"85023","Phoenix","AZ","Phoenix","Maricopa",2453,2010-11-01,1172,11,"2010",Nov 2010,0
"37312.2010-11",74287,"37312","Cleveland","TN","Cleveland","Bradley",2454,2010-11-01,1050,11,"2010",Nov 2010,0
"98683.2010-11",99962,"98683","Vancouver","WA","Portland","Clark",2455,2010-11-01,1028,11,"2010",Nov 2010,0
"01604.2010-11",58443,"01604","Worcester","MA","Worcester","Worcester",2456,2010-11-01,1302,11,"2010",Nov 2010,0
"92410.2010-11",96870,"92410","San Bernardino","CA","Riverside","San Bernardino",2457,2010-11-01,1054,11,"2010",Nov 2010,0
"92879.2010-11",97072,"92879","Corona","CA","Riverside","Riverside",2458,2010-11-01,1776,11,"2010",Nov 2010,0
"95380.2010-11",98157,"95380","Turlock","CA","Modesto","Stanislaus",2459,2010-11-01,1173,11,"2010",Nov 2010,0
"37830.2010-11",74503,"37830","Oak Ridge","TN","Knoxville","Anderson",2460,2010-11-01,936,11,"2010",Nov 2010,0
"34957.2010-11",73236,"34957","Hutchinson Island South","FL","Port St. Lucie","Saint Lucie",2461,2010-11-01,1239,11,"2010",Nov 2010,0
"44039.2010-11",76955,"44039","North Ridgeville","OH","Cleveland","Lorain",2462,2010-11-01,1199,11,"2010",Nov 2010,0
"77520.2010-11",92002,"77520","Baytown","TX","Houston","Harris",2463,2010-11-01,1034,11,"2010",Nov 2010,0
"20815.2010-11",66646,"20815","Chevy Chase","MD","Washington","Montgomery",2464,2010-11-01,3432,11,"2010",Nov 2010,0
"92570.2010-11",96921,"92570","Perris","CA","Riverside","Riverside",2465,2010-11-01,1495,11,"2010",Nov 2010,0
"19606.2010-11",66019,"19606","Exeter","PA","Reading","Berks",2466,2010-11-01,1201,11,"2010",Nov 2010,0
"78610.2010-11",92548,"78610","Buda","TX","Austin","Hays",2467,2010-11-01,1311,11,"2010",Nov 2010,0
"10705.2010-11",61899,"10705","Yonkers","NY","New York","Westchester",2468,2010-11-01,NA,11,"2010",Nov 2010,0
"48313.2010-11",79124,"48313","Sterling Heights","MI","Detroit","Macomb",2469,2010-11-01,1176,11,"2010",Nov 2010,0
"95134.2010-11",98002,"95134","San Jose","CA","San Jose","Santa Clara",2470,2010-11-01,2204,11,"2010",Nov 2010,0
"18951.2010-11",65660,"18951","Richland","PA","Philadelphia","Bucks",2471,2010-11-01,1296,11,"2010",Nov 2010,0
"96001.2010-11",98541,"96001","Redding","CA","Redding","Shasta",2472,2010-11-01,1351,11,"2010",Nov 2010,0
"06340.2010-11",60256,"06340","Groton","CT","New London","New London",2473,2010-11-01,1395,11,"2010",Nov 2010,0
"46123.2010-11",77973,"46123","Avon","IN","Indianapolis","Hendricks",2474,2010-11-01,1307,11,"2010",Nov 2010,0
"62269.2010-11",85387,"62269","O Fallon","IL","St. Louis","Saint Clair",2475,2010-11-01,1432,11,"2010",Nov 2010,0
"72204.2010-11",89442,"72204","Little Rock","AR","Little Rock","Pulaski",2476,2010-11-01,706,11,"2010",Nov 2010,0
"99163.2010-11",100135,"99163","Pullman","WA","Pullman","Whitman",2477,2010-11-01,NA,11,"2010",Nov 2010,0
"85213.2010-11",94808,"85213","Mesa","AZ","Phoenix","Maricopa",2478,2010-11-01,1395,11,"2010",Nov 2010,0
"27511.2010-11",69370,"27511","Cary","NC","Raleigh","Wake",2479,2010-11-01,1207,11,"2010",Nov 2010,0
"90048.2010-11",96029,"90048","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2480,2010-11-01,3179,11,"2010",Nov 2010,0
"34759.2010-11",73208,"34759","Poinciana","FL","Orlando","Osceola",2481,2010-11-01,887,11,"2010",Nov 2010,0
"93635.2010-11",97379,"93635","Los Banos","CA","Merced","Merced",2482,2010-11-01,1189,11,"2010",Nov 2010,0
"25801.2010-11",68756,"25801","Beckley","WV","Beckley","Raleigh",2483,2010-11-01,881,11,"2010",Nov 2010,0
"91311.2010-11",96346,"91311","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2484,2010-11-01,2372,11,"2010",Nov 2010,0
"93619.2010-11",97365,"93619","Clovis","CA","Fresno","Fresno",2485,2010-11-01,1980,11,"2010",Nov 2010,0
"96786.2010-11",98921,"96786","Wahiawa","HI","Urban Honolulu","Honolulu",2486,2010-11-01,1938,11,"2010",Nov 2010,0
"60007.2010-11",84276,"60007","Elk Grove Village","IL","Chicago","Cook",2487,2010-11-01,1621,11,"2010",Nov 2010,0
"36532.2010-11",73915,"36532","Fairhope","AL","Daphne","Baldwin",2488,2010-11-01,1250,11,"2010",Nov 2010,0
"53132.2010-11",81236,"53132","Franklin","WI","Milwaukee","Milwaukee",2489,2010-11-01,NA,11,"2010",Nov 2010,0
"97213.2010-11",99127,"97213","Portland","OR","Portland","Multnomah",2490,2010-11-01,1266,11,"2010",Nov 2010,0
"62002.2010-11",85253,"62002","Alton","IL","St. Louis","Madison",2491,2010-11-01,1143,11,"2010",Nov 2010,0
"32904.2010-11",72292,"32904","West Melbourne","FL","Melbourne","Brevard",2492,2010-11-01,1155,11,"2010",Nov 2010,0
"33404.2010-11",72571,"33404","Riviera Beach","FL","Miami-Fort Lauderdale","Palm Beach",2493,2010-11-01,1414,11,"2010",Nov 2010,0
"45036.2010-11",77412,"45036","Lebanon","OH","Cincinnati","Warren",2494,2010-11-01,1276,11,"2010",Nov 2010,0
"94531.2010-11",97739,"94531","Antioch","CA","San Francisco","Contra Costa",2495,2010-11-01,1993,11,"2010",Nov 2010,0
"90007.2010-11",95988,"90007","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2496,2010-11-01,1916,11,"2010",Nov 2010,0
"55433.2010-11",82283,"55433","Coon Rapids","MN","Minneapolis-St Paul","Anoka",2497,2010-11-01,1208,11,"2010",Nov 2010,0
"77354.2010-11",91867,"77354","The Woodlands","TX","Houston","Montgomery",2498,2010-11-01,1754,11,"2010",Nov 2010,0
"95695.2010-11",98386,"95695","Woodland","CA","Sacramento","Yolo",2499,2010-11-01,1444,11,"2010",Nov 2010,0
"92703.2010-11",97003,"92703","Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange",2500,2010-11-01,1910,11,"2010",Nov 2010,0
"08618.2010-11",61129,"08618","Trenton","NJ","Trenton","Mercer",2501,2010-11-01,1408,11,"2010",Nov 2010,0
"48642.2010-11",79303,"48642","Midland","MI","Midland","Midland",2502,2010-11-01,1176,11,"2010",Nov 2010,0
"97233.2010-11",99146,"97233","Portland","OR","Portland","Multnomah",2503,2010-11-01,1148,11,"2010",Nov 2010,0
"60607.2010-11",84609,"60607","Chicago","IL","Chicago","Cook",2504,2010-11-01,1688,11,"2010",Nov 2010,0
"08723.2010-11",61152,"08723","Brick","NJ","New York","Ocean",2505,2010-11-01,1550,11,"2010",Nov 2010,0
"06405.2010-11",60290,"06405","Branford","CT","New Haven","New Haven",2506,2010-11-01,1583,11,"2010",Nov 2010,0
"98203.2010-11",99626,"98203","Everett","WA","Seattle","Snohomish",2507,2010-11-01,1365,11,"2010",Nov 2010,0
"85367.2010-11",94943,"85367","Yuma","AZ","Yuma","Yuma",2508,2010-11-01,1151,11,"2010",Nov 2010,0
"55418.2010-11",82268,"55418","Minneapolis","MN","Minneapolis-St Paul","Hennepin",2509,2010-11-01,1275,11,"2010",Nov 2010,0
"91701.2010-11",96463,"91701","Rancho Cucamonga","CA","Riverside","San Bernardino",2510,2010-11-01,2081,11,"2010",Nov 2010,0
"77377.2010-11",91887,"77377","Tomball","TX","Houston","Harris",2511,2010-11-01,1650,11,"2010",Nov 2010,0
"98229.2010-11",99642,"98229","Bellingham","WA","Bellingham","Whatcom",2512,2010-11-01,1391,11,"2010",Nov 2010,0
"77706.2010-11",92096,"77706","Beaumont","TX","Beaumont","Jefferson",2513,2010-11-01,1293,11,"2010",Nov 2010,0
"21703.2010-11",66988,"21703","Frederick","MD","Washington","Frederick",2514,2010-11-01,1569,11,"2010",Nov 2010,0
"80017.2010-11",93207,"80017","Aurora","CO","Denver","Arapahoe",2515,2010-11-01,1130,11,"2010",Nov 2010,0
"98002.2010-11",99490,"98002","Auburn","WA","Seattle","King",2516,2010-11-01,1347,11,"2010",Nov 2010,0
"92240.2010-11",96747,"92240","Desert Hot Springs","CA","Riverside","Riverside",2517,2010-11-01,1085,11,"2010",Nov 2010,0
"91362.2010-11",96385,"91362","Thousand Oaks","CA","Ventura","Ventura",2518,2010-11-01,2778,11,"2010",Nov 2010,0
"94401.2010-11",97701,"94401","San Mateo","CA","San Francisco","San Mateo",2519,2010-11-01,2207,11,"2010",Nov 2010,0
"60565.2010-11",84592,"60565","Naperville","IL","Chicago","Du Page",2520,2010-11-01,2003,11,"2010",Nov 2010,0
"74105.2010-11",90296,"74105","Tulsa","OK","Tulsa","Tulsa",2521,2010-11-01,1089,11,"2010",Nov 2010,0
"92707.2010-11",97007,"92707","Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange",2522,2010-11-01,1867,11,"2010",Nov 2010,0
"33713.2010-11",72776,"33713","Saint Petersburg","FL","Tampa","Pinellas",2523,2010-11-01,973,11,"2010",Nov 2010,0
"11040.2010-11",61991,"11040","North New Hyde Park","NY","New York","Nassau",2524,2010-11-01,NA,11,"2010",Nov 2010,0
"34683.2010-11",73171,"34683","Palm Harbor","FL","Tampa","Pinellas",2525,2010-11-01,1311,11,"2010",Nov 2010,0
"76006.2010-11",91180,"76006","Arlington","TX","Dallas-Fort Worth","Tarrant",2526,2010-11-01,1599,11,"2010",Nov 2010,0
"77571.2010-11",92034,"77571","La Porte","TX","Houston","Harris",2527,2010-11-01,1250,11,"2010",Nov 2010,0
"30117.2010-11",70894,"30117","Carrollton","GA","Atlanta","Carroll",2528,2010-11-01,972,11,"2010",Nov 2010,0
"15236.2010-11",63967,"15236","Whitehall","PA","Pittsburgh","Allegheny",2529,2010-11-01,1107,11,"2010",Nov 2010,0
"50310.2010-11",80281,"50310","Des Moines","IA","Des Moines","Polk",2530,2010-11-01,1085,11,"2010",Nov 2010,0
"28734.2010-11",70178,"28734","Franklin","NC","1","Macon",2531,2010-11-01,847,11,"2010",Nov 2010,0
"76013.2010-11",91187,"76013","Arlington","TX","Dallas-Fort Worth","Tarrant",2532,2010-11-01,1235,11,"2010",Nov 2010,0
